dataset,v.model,alpha,beta,AR,MA,distribution,mIC,log_likelihood,elapsed
da_ret,eGARCH,2,2,1,0,snorm,-1.01275639,9283.113632,9.441
da_ret,eGARCH,1,2,1,1,snorm,-1.009337763,9249.557975,8.811
da_ret,eGARCH,1,2,1,0,snorm,-1.008592501,9240.446217,7.052
da_ret,sGARCH,1,1,1,0,sstd,-1.008780055,9239.863619,9.57
da_ret,sGARCH,2,1,1,0,sstd,-1.008507311,9239.66728,11.262
da_ret,sGARCH,1,1,1,0,std,-1.008510383,9235.100357,5.033
da_ret,sGARCH,2,1,1,0,std,-1.008236577,9234.894337,5.885
da_ret,eGARCH,2,2,1,0,norm,-0.999336215,9158.108827,6.517
da_ret,eGARCH,1,1,1,1,snorm,-0.996676372,9131.491084,6.379
da_ret,eGARCH,2,1,1,1,norm,-0.994975512,9118.236739,7.692
da_ret,eGARCH,1,1,1,0,snorm,-0.995183862,9115.546836,5.472
da_ret,eGARCH,1,2,1,1,norm,-0.994496726,9111.561492,5.903
da_ret,gjrGARCH,2,2,1,1,snorm,-0.991729187,9093.148805,15.451
da_ret,eGARCH,1,2,1,0,norm,-0.992578094,9091.720992,4.972
da_ret,eGARCH,2,1,1,1,snorm,-0.990515585,9079.754833,8.822
da_ret,gjrGARCH,2,2,1,0,snorm,-0.99002827,9075.299065,12.939
da_ret,gjrGARCH,1,2,1,1,snorm,-0.987351883,9048.53008,10.098
da_ret,gjrGARCH,1,2,1,0,snorm,-0.984888358,9023.707378,8.334
da_ret,eGARCH,2,2,0,1,snorm,-0.981875427,9000.753542,9.222
da_ret,eGARCH,2,1,1,0,snorm,-0.980745085,8988.120829,9.472
da_ret,eGARCH,1,1,1,1,norm,-0.980776386,8983.812073,4.811
da_ret,eGARCH,2,1,1,0,norm,-0.979940735,8978.468789,6.489
da_ret,csGARCH,2,2,1,1,snorm,-0.976595795,8954.776638,9.515
da_ret,csGARCH,2,1,1,1,snorm,-0.976846713,8954.773496,8.09
da_ret,eGARCH,1,1,1,0,norm,-0.97765919,8953.012477,3.814
da_ret,gjrGARCH,2,2,1,1,norm,-0.976523603,8951.819144,12.004
da_ret,csGARCH,2,1,1,0,snorm,-0.975633001,8941.378487,7.039
da_ret,csGARCH,2,2,1,0,snorm,-0.975381734,8941.378466,7.992
da_ret,eGARCH,2,2,0,1,norm,-0.975226478,8937.661446,7.014
da_ret,csGARCH,1,1,1,1,snorm,-0.973290186,8919.956958,7.259
da_ret,csGARCH,1,2,1,1,snorm,-0.973028728,8919.863753,8.288
da_ret,gjrGARCH,1,2,1,1,norm,-0.973419298,8918.840031,7.669
da_ret,gjrGARCH,2,2,1,0,norm,-0.97291272,8916.505593,10.329
da_ret,csGARCH,1,1,1,0,snorm,-0.971027429,8896.969981,5.816
da_ret,csGARCH,1,2,1,0,snorm,-0.970765322,8896.870864,6.649
da_ret,gjrGARCH,1,2,1,0,norm,-0.969347445,8879.311553,6.664
da_ret,sGARCH,2,1,1,1,snorm,-0.964663436,8838.780806,7.364
da_ret,sGARCH,2,2,1,1,snorm,-0.964412167,8838.78079,8.134
da_ret,sGARCH,2,1,1,0,snorm,-0.963158024,8822.718581,5.646
da_ret,sGARCH,2,2,1,0,snorm,-0.962906752,8822.718566,6.331
da_ret,sGARCH,1,2,1,1,snorm,-0.962428718,8818.347662,6.251
da_ret,sGARCH,1,1,1,1,snorm,-0.962636679,8817.951661,6.212
da_ret,eGARCH,2,1,0,1,snorm,-0.960634131,8804.236316,7.536
da_ret,sGARCH,1,2,1,0,snorm,-0.960176209,8795.454359,5.392
da_ret,sGARCH,1,1,1,0,snorm,-0.960379975,8795.019974,4.965
da_ret,csGARCH,2,2,1,1,norm,-0.957247456,8775.567694,7.614
da_ret,csGARCH,2,1,1,1,norm,-0.957498719,8775.567682,6.409
da_ret,eGARCH,2,1,0,1,norm,-0.955454071,8754.574977,5.939
da_ret,csGARCH,1,1,1,1,norm,-0.955318864,8753.338713,5.618
da_ret,csGARCH,1,2,1,1,norm,-0.95505867,8753.257092,6.547
da_ret,csGARCH,2,1,1,0,norm,-0.953551285,8737.176856,5.458
da_ret,csGARCH,2,2,1,0,norm,-0.953300017,8737.176848,6.541
da_ret,gjrGARCH,2,1,0,1,sstd,-0.952018535,8727.757048,16.56
da_ret,gjrGARCH,1,1,0,1,sstd,-0.952345274,8726.149693,12.256
da_ret,sGARCH,1,1,0,1,sstd,-0.952001369,8720.70771,9.402
da_ret,sGARCH,2,1,0,1,sstd,-0.951739242,8720.608443,10.12
da_ret,csGARCH,1,1,1,0,norm,-0.950630839,8708.176268,4.224
da_ret,csGARCH,1,2,1,0,norm,-0.950370099,8708.089682,5.396
da_ret,gjrGARCH,1,1,0,1,std,-0.947054308,8675.474252,7.353
da_ret,gjrGARCH,2,1,0,1,std,-0.946530378,8675.278654,10.15
da_ret,sGARCH,1,1,0,1,std,-0.946254577,8665.864401,5.035
da_ret,sGARCH,2,1,0,1,std,-0.945991267,8665.754339,6.16
da_ret,sGARCH,2,2,1,1,norm,-0.944969752,8658.711608,6.356
da_ret,sGARCH,1,2,1,1,norm,-0.943888531,8646.527974,5.035
da_ret,sGARCH,2,2,1,0,norm,-0.940224905,8613.029613,5.352
da_ret,sGARCH,1,2,1,0,norm,-0.938747237,8597.221036,4.453
da_ret,gjrGARCH,2,2,0,1,snorm,-0.922237893,8455.457747,12.069
da_ret,gjrGARCH,2,1,0,1,snorm,-0.922476343,8455.340585,11.244
da_ret,csGARCH,2,1,0,1,snorm,-0.909472495,8336.439897,6.808
da_ret,csGARCH,2,2,0,1,snorm,-0.909221089,8336.438604,7.509
da_ret,eGARCH,1,2,0,1,snorm,-0.908119429,8321.770679,6.942
da_ret,csGARCH,1,1,0,1,snorm,-0.906601276,8307.889444,5.633
da_ret,csGARCH,1,2,0,1,snorm,-0.906331387,8307.719182,6.691
da_ret,eGARCH,1,1,0,1,snorm,-0.904259784,8284.18253,5.697
da_ret,gjrGARCH,2,2,0,1,norm,-0.900716036,8256.375214,9.108
da_ret,gjrGARCH,2,1,0,1,norm,-0.900967293,8256.375125,8.27
da_ret,sGARCH,2,2,0,1,snorm,-0.897667918,8226.207285,6.812
da_ret,gjrGARCH,1,2,0,1,snorm,-0.89620921,8212.869588,8.824
da_ret,sGARCH,1,2,0,1,snorm,-0.895675359,8205.69084,5.637
da_ret,eGARCH,1,2,0,1,norm,-0.89526675,8201.954715,4.848
da_ret,eGARCH,1,1,0,1,norm,-0.888609705,8138.788511,4.049
da_ret,csGARCH,2,1,0,1,norm,-0.886681875,8125.756402,5.337
da_ret,csGARCH,2,2,0,1,norm,-0.886430604,8125.756372,6.03
da_ret,csGARCH,1,1,0,1,norm,-0.884930468,8107.444925,4.469
da_ret,csGARCH,1,2,0,1,norm,-0.884662059,8107.28822,5.567
da_ret,gjrGARCH,2,1,1,1,snorm,-0.872356388,7999.366213,9.662
da_ret,gjrGARCH,1,1,1,1,snorm,-0.872756256,7998.42751,6.972
da_ret,gjrGARCH,2,1,1,1,norm,-0.867354625,7951.335155,7.325
da_ret,gjrGARCH,1,1,1,1,norm,-0.867518025,7948.234253,4.823
da_ret,sGARCH,2,1,1,1,norm,-0.86436462,7919.401095,3.999
da_ret,sGARCH,1,1,1,1,norm,-0.864603623,7919.2889,3.375
da_ret,gjrGARCH,2,1,1,0,snorm,-0.861851068,7901.01338,8.002
da_ret,gjrGARCH,1,1,1,0,snorm,-0.862298775,7900.512039,5.462
da_ret,gjrGARCH,2,1,1,0,norm,-0.8550118,7836.18107,5.94
da_ret,gjrGARCH,1,1,1,0,norm,-0.85544432,7835.540811,3.818
da_ret,sGARCH,2,1,1,0,norm,-0.853050773,7813.655412,3.478
da_ret,sGARCH,1,1,1,0,norm,-0.853287368,7813.521179,2.546
da_ret,gjrGARCH,1,1,0,1,snorm,-0.848425271,7773.65966,5.628
da_ret,gjrGARCH,1,2,0,1,norm,-0.840134853,7697.856223,5.181
da_ret,gjrGARCH,1,1,0,1,norm,-0.838962065,7684.835317,4.059
da_ret,sGARCH,2,1,0,1,snorm,-0.837995714,7678.297003,4.306
da_ret,sGARCH,1,1,0,1,snorm,-0.838242346,7678.254567,3.515
da_ret,sGARCH,1,2,0,1,norm,-0.833058637,7630.857318,3.629
da_ret,sGARCH,2,2,0,1,norm,-0.832807362,7630.857304,4.043
da_ret,sGARCH,2,1,0,1,norm,-0.825647528,7563.093847,3.368
da_ret,sGARCH,1,1,0,1,norm,-0.82589469,7563.056231,2.517
da_ret,eGARCH,2,2,0,0,sstd,-0.809682653,7426.308913,14.961
da_ret,eGARCH,2,2,0,0,std,-0.80320753,7364.806193,8.829
da_ret,eGARCH,2,1,0,0,sstd,-0.792116878,7263.398817,15.988
da_ret,eGARCH,1,2,0,0,sstd,-0.78710183,7215.246262,10.942
da_ret,eGARCH,1,1,0,0,sstd,-0.786778473,7209.992161,9.531
da_ret,eGARCH,2,1,0,0,std,-0.781694189,7165.8015,6.5
da_ret,eGARCH,1,2,0,0,std,-0.772398071,7078.50495,6.623
da_ret,eGARCH,1,1,0,0,std,-0.771215193,7065.39179,6.324
da_ret,csGARCH,2,1,0,0,sstd,-0.768465018,7047.13803,15.501
da_ret,csGARCH,2,2,0,0,sstd,-0.768213742,7047.137932,17.285
da_ret,gjrGARCH,2,1,0,0,sstd,-0.767741712,7040.52449,22.719
da_ret,csGARCH,1,1,0,0,sstd,-0.767494735,7035.968792,11.641
da_ret,csGARCH,1,2,0,0,sstd,-0.767141483,7035.036291,13.73
da_ret,sGARCH,2,2,0,0,sstd,-0.766625559,7028.021475,13.835
da_ret,gjrGARCH,2,2,0,0,sstd,-0.765968818,7026.611467,24.288
da_ret,gjrGARCH,1,2,0,0,sstd,-0.766324594,7025.269608,13.974
da_ret,gjrGARCH,1,1,0,0,sstd,-0.766513066,7024.695408,12.498
da_ret,sGARCH,1,2,0,0,sstd,-0.765969291,7019.723401,12.145
da_ret,gjrGARCH,2,2,0,0,std,-0.747652101,6856.835132,12.518
da_ret,eGARCH,2,2,0,0,snorm,-0.746361364,6845.033275,6.934
da_ret,csGARCH,2,1,0,0,std,-0.745957302,6839.041269,8.218
da_ret,csGARCH,2,2,0,0,std,-0.745664464,6838.661168,9.643
da_ret,csGARCH,1,1,0,0,std,-0.745578711,6833.282134,6.597
da_ret,gjrGARCH,1,2,0,0,std,-0.7454855,6832.429858,7.194
da_ret,csGARCH,1,2,0,0,std,-0.745233655,6832.424607,7.399
da_ret,gjrGARCH,1,1,0,0,std,-0.745681671,6831.926032,7.137
da_ret,sGARCH,1,2,0,0,std,-0.744433382,6820.512304,6.354
da_ret,sGARCH,2,2,0,0,std,-0.743695557,6816.063517,7.418
da_ret,eGARCH,2,2,0,0,norm,-0.742148464,6804.21516,4.825
da_ret,eGARCH,2,1,0,0,snorm,-0.726898537,6664.777457,5.486
da_ret,eGARCH,2,1,0,0,norm,-0.723101858,6627.765026,3.834
da_ret,csGARCH,2,1,0,0,snorm,-0.667102099,6118.028724,4.897
da_ret,csGARCH,2,2,0,0,snorm,-0.666850829,6118.0287,5.599
da_ret,csGARCH,1,1,0,0,snorm,-0.666869617,6113.605531,4.041
da_ret,csGARCH,1,2,0,0,snorm,-0.666595839,6113.399737,4.732
da_ret,eGARCH,1,2,0,0,snorm,-0.666564681,6110.817354,5.127
da_ret,gjrGARCH,2,1,0,0,std,-0.662048356,6071.819822,8.713
da_ret,gjrGARCH,1,2,0,0,snorm,-0.653705876,5993.242868,6.341
da_ret,gjrGARCH,1,1,0,0,snorm,-0.653917499,5992.880327,5.33
da_ret,sGARCH,2,2,0,0,snorm,-0.653055502,5987.29617,4.555
da_ret,sGARCH,1,2,0,0,snorm,-0.653306764,5987.296068,3.861
da_ret,sGARCH,1,1,0,0,sstd,-0.643502683,5897.652453,6.799
da_ret,sGARCH,2,1,0,0,sstd,-0.643243531,5897.580421,7.852
da_ret,csGARCH,2,1,0,0,norm,-0.635512075,5826.887852,3.503
da_ret,csGARCH,2,2,0,0,norm,-0.635260798,5826.887791,4.439
da_ret,csGARCH,1,1,0,0,norm,-0.635717092,5826.464902,3.375
da_ret,csGARCH,1,2,0,0,norm,-0.635445281,5826.277119,3.677
da_ret,gjrGARCH,2,2,0,0,norm,-0.63440638,5819.075417,6.914
da_ret,sGARCH,1,1,0,0,std,-0.623457223,5712.069252,3.445
da_ret,sGARCH,2,1,0,0,std,-0.623197832,5711.995053,4.03
da_ret,gjrGARCH,1,2,0,0,norm,-0.619233171,5675.744169,4.542
da_ret,gjrGARCH,2,2,0,0,snorm,-0.616597414,5658.536601,8.913
da_ret,eGARCH,1,1,0,0,snorm,-0.617151218,5656.707835,3.908
da_ret,sGARCH,1,2,0,0,norm,-0.617109974,5654.033174,3.464
da_ret,sGARCH,2,2,0,0,norm,-0.616858696,5654.033161,3.589
da_ret,gjrGARCH,2,1,0,0,snorm,-0.614989583,5641.537936,7.185
da_ret,eGARCH,1,2,0,0,norm,-0.592254018,5429.060284,3.67
da_ret,eGARCH,1,1,0,0,norm,-0.5902498,5408.437177,2.493
da_ret,gjrGARCH,1,1,0,0,norm,-0.572268251,5244.022881,2.819
da_ret,gjrGARCH,2,1,0,0,norm,-0.571761466,5243.984156,4.703
da_ret,sGARCH,1,1,0,0,snorm,-0.552554696,5063.771994,2.381
da_ret,sGARCH,2,1,0,0,snorm,-0.552302136,5063.760255,2.902
da_ret,sGARCH,1,1,0,0,norm,-0.527358448,4831.092529,1.71
da_ret,sGARCH,2,1,0,0,norm,-0.527105779,4831.079817,2.107
rt_ret,gjrGARCH,1,2,1,1,sstd,0.623543476,-5678.3942,18.875
rt_ret,eGARCH,2,2,1,1,sstd,0.626509414,-5700.918463,23.088
rt_ret,sGARCH,2,2,1,1,sstd,0.626157261,-5702.293335,18.53
rt_ret,sGARCH,2,1,1,1,sstd,0.626062192,-5703.721507,15.594
rt_ret,eGARCH,2,1,1,1,sstd,0.626703387,-5704.989432,19.173
rt_ret,sGARCH,1,1,1,1,sstd,0.626395071,-5709.062648,12.382
rt_ret,sGARCH,1,2,1,1,sstd,0.62667059,-5709.2844,14.86
rt_ret,eGARCH,2,2,1,1,std,0.627408336,-5711.43514,15.521
rt_ret,eGARCH,1,2,1,1,sstd,0.627169656,-5711.55017,15.561
rt_ret,eGARCH,2,1,1,1,std,0.627490985,-5714.488246,12.418
rt_ret,eGARCH,1,1,1,1,sstd,0.627272739,-5714.79015,13.177
rt_ret,eGARCH,1,2,1,1,std,0.627916201,-5720.673642,11.681
rt_ret,eGARCH,1,1,1,1,std,0.628020361,-5723.923494,10.349
rt_ret,eGARCH,2,2,0,1,sstd,0.629383724,-5729.4971,20.167
rt_ret,eGARCH,2,2,1,0,sstd,0.629497639,-5730.538681,20.256
rt_ret,eGARCH,2,1,0,1,sstd,0.629596572,-5733.740676,16.635
rt_ret,eGARCH,2,1,1,0,sstd,0.629710375,-5734.781233,16.154
rt_ret,eGARCH,2,2,0,0,sstd,0.630064044,-5738.015009,17.006
rt_ret,eGARCH,1,2,0,1,sstd,0.630081319,-5740.470398,13.373
rt_ret,eGARCH,2,2,0,1,std,0.630385568,-5740.954863,13.605
rt_ret,eGARCH,1,2,1,0,sstd,0.630173133,-5741.3099,13.808
rt_ret,eGARCH,2,2,1,0,std,0.63050024,-5742.003366,13.376
rt_ret,eGARCH,2,1,0,0,sstd,0.630277557,-5742.2647,12.872
rt_ret,eGARCH,2,1,0,1,std,0.630420389,-5743.570688,10.89
rt_ret,eGARCH,1,1,0,1,sstd,0.630247747,-5744.289594,11.213
rt_ret,eGARCH,2,1,1,0,std,0.630534636,-5744.615306,10.567
rt_ret,eGARCH,1,1,1,0,sstd,0.630345132,-5745.180034,11.406
rt_ret,eGARCH,1,2,0,0,sstd,0.630565129,-5747.191579,10.315
rt_ret,eGARCH,1,2,0,1,std,0.630808169,-5749.413815,11.636
rt_ret,eGARCH,2,2,0,0,std,0.631085062,-5749.648122,11.943
rt_ret,eGARCH,1,2,1,0,std,0.630896433,-5750.220853,10.275
rt_ret,eGARCH,1,1,0,0,sstd,0.630749352,-5751.173511,8.119
rt_ret,eGARCH,2,1,0,0,std,0.631117225,-5752.239664,8.027
rt_ret,eGARCH,1,1,0,1,std,0.630965087,-5753.146079,6.596
rt_ret,eGARCH,1,1,1,0,std,0.631059507,-5754.00941,7.187
rt_ret,eGARCH,1,2,0,0,std,0.631302644,-5756.232536,7.617
rt_ret,eGARCH,1,1,0,0,std,0.631480838,-5760.159373,5.063
rt_ret,gjrGARCH,2,2,1,1,sstd,0.635072916,-5779.218846,30.574
rt_ret,gjrGARCH,2,1,1,1,sstd,0.634966408,-5780.542363,26.703
rt_ret,gjrGARCH,2,2,1,1,std,0.635749198,-5787.699806,18.506
rt_ret,gjrGARCH,2,1,1,1,std,0.635620262,-5788.818289,16.884
rt_ret,gjrGARCH,1,1,1,1,sstd,0.63556988,-5790.655055,17.124
rt_ret,gjrGARCH,1,1,1,1,std,0.636105785,-5797.852567,10.229
rt_ret,gjrGARCH,1,2,1,1,std,0.636382232,-5798.082796,11.7
rt_ret,gjrGARCH,2,2,0,1,sstd,0.637908909,-5807.447127,24.633
rt_ret,gjrGARCH,2,1,0,1,sstd,0.637764254,-5808.421881,22.452
rt_ret,gjrGARCH,2,1,1,0,sstd,0.637810588,-5808.845531,23.01
rt_ret,csGARCH,2,2,1,1,sstd,0.638350917,-5809.191249,21.037
rt_ret,csGARCH,2,1,1,1,sstd,0.638149928,-5809.650881,17.557
rt_ret,gjrGARCH,2,2,0,0,sstd,0.637987784,-5810.465724,20.574
rt_ret,csGARCH,2,2,1,1,std,0.638239802,-5810.472643,12.903
rt_ret,csGARCH,2,1,1,1,std,0.638035634,-5810.903243,11.142
rt_ret,gjrGARCH,2,1,0,0,sstd,0.637846378,-5811.470219,18.615
rt_ret,gjrGARCH,2,2,1,0,std,0.638700956,-5816.986611,16.37
rt_ret,gjrGARCH,2,1,0,1,std,0.638472492,-5817.195089,14.257
rt_ret,gjrGARCH,2,1,1,0,std,0.638521434,-5817.642587,14.571
rt_ret,csGARCH,1,1,1,1,sstd,0.638937927,-5819.153362,15.696
rt_ret,gjrGARCH,2,2,0,0,std,0.638743699,-5819.674873,13.116
rt_ret,gjrGARCH,1,1,0,1,sstd,0.63849898,-5819.734742,14.034
rt_ret,csGARCH,1,2,1,1,sstd,0.639255104,-5819.75606,18.19
rt_ret,gjrGARCH,1,2,0,1,sstd,0.638775154,-5819.962479,15.666
rt_ret,gjrGARCH,1,1,1,0,sstd,0.638546155,-5820.166091,13.997
rt_ret,csGARCH,1,1,1,1,std,0.638802649,-5820.213876,9.406
rt_ret,gjrGARCH,2,1,0,0,std,0.6385681,-5820.36674,11.132
rt_ret,gjrGARCH,1,2,1,0,sstd,0.638822293,-5820.393491,16.353
rt_ret,csGARCH,1,2,1,1,std,0.639119845,-5820.816724,10.78
rt_ret,gjrGARCH,1,1,0,0,sstd,0.638562335,-5822.61152,11.158
rt_ret,gjrGARCH,1,2,0,0,sstd,0.638838289,-5822.837216,12.552
rt_ret,gjrGARCH,2,2,0,1,std,0.639774003,-5826.798015,18.927
rt_ret,gjrGARCH,1,1,0,1,std,0.63902391,-5826.831931,8.923
rt_ret,gjrGARCH,1,2,0,1,std,0.639300077,-5827.059574,10.13
rt_ret,gjrGARCH,1,1,1,0,std,0.639072474,-5827.27598,9.368
rt_ret,gjrGARCH,1,2,1,0,std,0.639348604,-5827.503284,9.657
rt_ret,sGARCH,2,2,1,1,std,0.639654159,-5827.999658,11.343
rt_ret,sGARCH,2,1,1,1,std,0.639486886,-5828.767665,9.317
rt_ret,gjrGARCH,1,1,0,0,std,0.639098212,-5829.808826,6.188
rt_ret,gjrGARCH,1,2,0,0,std,0.639374156,-5830.034403,7.377
rt_ret,sGARCH,1,1,1,1,std,0.64009684,-5836.642261,7.556
rt_ret,sGARCH,1,2,1,1,std,0.640372003,-5836.860727,8.572
rt_ret,csGARCH,2,2,0,1,sstd,0.641190752,-5837.454653,18.019
rt_ret,csGARCH,2,2,1,0,sstd,0.64121175,-5837.646654,17.731
rt_ret,csGARCH,2,1,0,1,sstd,0.640962205,-5837.662347,15.392
rt_ret,csGARCH,2,1,1,0,sstd,0.640983049,-5837.852931,16.207
rt_ret,csGARCH,2,2,0,0,sstd,0.641074554,-5838.689606,14.025
rt_ret,csGARCH,2,1,0,0,sstd,0.640845397,-5838.891748,11.841
rt_ret,csGARCH,2,2,0,1,std,0.641099935,-5838.921677,11.049
rt_ret,csGARCH,2,1,0,1,std,0.640869758,-5839.114486,9.303
rt_ret,csGARCH,2,2,1,0,std,0.641125453,-5839.154999,11.108
rt_ret,csGARCH,2,1,1,0,std,0.640895179,-5839.346927,9.328
rt_ret,csGARCH,2,2,0,0,std,0.64101691,-5840.459976,8.337
rt_ret,csGARCH,2,1,0,0,std,0.640786067,-5840.646723,6.82
rt_ret,csGARCH,1,1,0,1,sstd,0.641910751,-5848.63281,13.187
